@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
4827,'2024/04/25 00:00:57:065',9,245,106,73,0.98,0.78,0.5
4828,'2024/04/25 00:00:57:102',9,245,106,73,0.98,0.78,0.5
4829,'2024/04/25 00:00:57:138',9,245,106,73,0.98,0.78,0.5
4830,'2024/04/25 00:00:57:173',9,247,113,67,0.98,0.78,0.5
4831,'2024/04/25 00:00:57:214',9,247,113,67,0.98,0.78,0.5
4832,'2024/04/25 00:00:57:253',9,247,113,67,0.98,0.78,0.5
4833,'2024/04/25 00:00:57:291',9,247,113,67,0.98,0.78,0.5
4834,'2024/04/25 00:00:57:333',9,247,113,67,0.98,0.78,0.5
4835,'2024/04/25 00:00:57:371',9,248,115,69,0.98,0.79,0.5
4836,'2024/04/25 00:00:57:411',9,248,115,69,0.98,0.8,0.5
4837,'2024/04/25 00:00:57:449',9,248,115,69,0.98,0.81,0.5
4838,'2024/04/25 00:00:57:489',9,248,115,69,0.98,0.81,0.5
4839,'2024/04/25 00:00:57:529',9,248,115,69,0.98,0.82,0.5
4840,'2024/04/25 00:00:57:567',9,248,115,69,0.98,0.82,0.5
4841,'2024/04/25 00:00:57:607',9,248,115,69,0.98,0.82,0.5
4842,'2024/04/25 00:00:57:647',9,248,115,69,0.98,0.83,0.5
4843,'2024/04/25 00:00:57:692',9,248,115,69,0.98,0.84,0.5
4844,'2024/04/25 00:00:57:741',9,248,115,69,0.98,0.84,0.5
4845,'2024/04/25 00:00:57:797',9,251,117,64,0.98,0.86,0.5
4846,'2024/04/25 00:00:57:844',9,251,117,64,0.98,0.87,0.5
4847,'2024/04/25 00:00:57:890',9,251,117,64,0.98,0.88,0.5
4848,'2024/04/25 00:00:57:928',9,248,111,71,0.98,0.88,0.5
4849,'2024/04/25 00:00:57:970',9,248,111,71,0.98,0.88,0.5
4850,'2024/04/25 00:00:58:005',9,248,111,71,0.98,0.89,0.5
4851,'2024/04/25 00:00:58:042',9,249,113,64,0.98,0.89,0.5
4852,'2024/04/25 00:00:58:082',9,246,108,71,0.98,0.89,0.5
4853,'2024/04/25 00:00:58:120',9,246,108,71,0.98,0.89,0.5
4854,'2024/04/25 00:00:58:156',9,246,109,65,0.98,0.89,0.5
4855,'2024/04/25 00:00:58:194',9,246,109,65,0.98,0.89,0.5
4856,'2024/04/25 00:00:58:233',9,246,109,65,0.98,0.89,0.5
4857,'2024/04/25 00:00:58:271',9,246,109,65,0.98,0.89,0.5
4858,'2024/04/25 00:00:58:309',9,244,106,70,0.98,0.89,0.5
4859,'2024/04/25 00:00:58:349',9,244,106,70,0.98,0.89,0.5
4860,'2024/04/25 00:00:58:389',9,244,107,70,0.98,0.89,0.5
4861,'2024/04/25 00:00:58:432',9,242,105,73,0.98,0.89,0.5
4862,'2024/04/25 00:00:58:471',9,242,105,73,0.98,0.89,0.5
4863,'2024/04/25 00:00:58:512',9,246,109,65,0.98,0.89,0.5
4864,'2024/04/25 00:00:58:553',9,244,107,70,0.98,0.9,0.5
4865,'2024/04/25 00:00:58:595',9,244,107,70,0.98,0.91,0.5
4866,'2024/04/25 00:00:58:636',9,248,110,64,0.98,0.92,0.5
4867,'2024/04/25 00:00:58:676',9,248,110,64,0.98,0.93,0.5
4868,'2024/04/25 00:00:58:716',9,245,108,68,0.98,0.93,0.5
4869,'2024/04/25 00:00:58:757',9,244,106,72,0.98,0.94,0.5
4870,'2024/04/25 00:00:58:796',9,244,106,72,0.98,0.94,0.5
4871,'2024/04/25 00:00:58:835',9,244,106,71,0.98,0.94,0.5
4872,'2024/04/25 00:00:58:875',9,244,106,71,0.98,0.94,0.5
4873,'2024/04/25 00:00:58:916',9,244,108,71,0.98,0.94,0.5
4874,'2024/04/25 00:00:58:958',9,245,108,70,0.98,0.94,0.5
4875,'2024/04/25 00:00:58:998',9,245,108,70,0.98,0.94,0.5
4876,'2024/04/25 00:00:59:034',9,245,109,70,0.98,0.94,0.5
4877,'2024/04/25 00:00:59:075',9,245,109,70,0.98,0.95,0.5
4878,'2024/04/25 00:00:59:114',9,248,110,68,0.98,0.96,0.5
4879,'2024/04/25 00:00:59:152',9,246,110,70,0.98,0.96,0.5
4880,'2024/04/25 00:00:59:188',9,246,110,70,0.98,0.97,0.5
4881,'2024/04/25 00:00:59:229',9,246,110,70,0.98,0.97,0.5
4882,'2024/04/25 00:00:59:268',9,246,110,70,0.98,0.98,0.5
4883,'2024/04/25 00:00:59:307',9,246,110,70,0.98,0.99,0.5
4884,'2024/04/25 00:00:59:344',9,252,113,65,0.98,0.99,0.5
4885,'2024/04/25 00:00:59:385',9,252,113,65,0.98,0.99,0.5
4886,'2024/04/25 00:00:59:420',9,252,114,64,0.98,1,0.5
4887,'2024/04/25 00:00:59:458',9,252,114,64,0.98,1,0.5
4888,'2024/04/25 00:00:59:496',9,252,114,64,0.98,1,0.5
4889,'2024/04/25 00:00:59:534',9,252,114,64,0.98,1,0.5
4890,'2024/04/25 00:00:59:572',9,252,114,64,0.98,1,0.5
4891,'2024/04/25 00:00:59:618',9,252,114,64,0.98,1,0.5
4892,'2024/04/25 00:00:59:666',9,252,114,64,0.98,1,0.5
4893,'2024/04/25 00:00:59:706',9,254,118,62,0.98,1,0.5
4894,'2024/04/25 00:00:59:751',9,254,118,62,0.98,1,0.5
4895,'2024/04/25 00:00:59:793',9,254,118,62,0.98,1,0.5
4896,'2024/04/25 00:00:59:838',9,255,118,62,0.98,1,0.5
4897,'2024/04/25 00:00:59:885',9,255,118,62,0.98,1,0.5
4898,'2024/04/25 00:00:59:925',9,254,117,64,0.98,1,0.5
4899,'2024/04/25 00:00:59:970',9,254,118,63,0.98,1,0.5
4900,'2024/04/25 00:01:00:010',9,254,118,63,0.98,1,0.5
4901,'2024/04/25 00:01:00:061',9,254,118,63,0.98,1,0.5
4902,'2024/04/25 00:01:00:099',9,254,118,63,0.98,1,0.5
4903,'2024/04/25 00:01:00:139',9,254,118,63,0.98,1,0.5
4904,'2024/04/25 00:01:00:179',9,254,118,63,0.98,1,0.5
4905,'2024/04/25 00:01:00:218',9,254,118,63,0.98,1,0.5
4906,'2024/04/25 00:01:00:257',9,254,118,63,0.98,1,0.5
4907,'2024/04/25 00:01:00:300',9,254,118,63,0.98,1,0.5
4908,'2024/04/25 00:01:00:346',9,254,118,63,0.98,1,0.5
4909,'2024/04/25 00:01:00:388',9,254,118,63,0.98,1,0.5
4910,'2024/04/25 00:01:00:433',9,254,118,63,0.98,1,0.5
4911,'2024/04/25 00:01:00:474',9,254,118,63,0.98,1,0.5
4912,'2024/04/25 00:01:00:516',9,0,0,0,0.98,1,0.5
4913,'2024/04/25 00:01:00:554',9,0,0,0,0.98,1,0.5
4914,'2024/04/25 00:01:00:591',9,0,0,0,0.98,1,0.5
4915,'2024/04/25 00:01:00:634',9,0,0,0,0.98,1,0.5
4916,'2024/04/25 00:01:00:672',9,0,0,0,0.98,1,0.5
4917,'2024/04/25 00:01:00:713',9,0,0,0,0.98,1,0.5
4918,'2024/04/25 00:01:00:755',9,255,125,63,0.98,1,0.5
4919,'2024/04/25 00:01:00:796',9,255,125,63,0.98,1,0.5
4920,'2024/04/25 00:01:00:834',9,255,125,61,0.98,1,0.5
4921,'2024/04/25 00:01:00:873',9,255,125,61,0.98,1,0.5
4922,'2024/04/25 00:01:00:913',9,255,125,61,0.98,1,0.5
4923,'2024/04/25 00:01:00:954',9,254,127,61,0.98,1,0.5
4924,'2024/04/25 00:01:00:999',9,254,127,61,0.98,1,0.5
4925,'2024/04/25 00:01:01:039',9,254,127,61,0.98,1,0.5
4926,'2024/04/25 00:01:01:081',9,254,127,61,0.98,1,0.5
4927,'2024/04/25 00:01:01:119',9,254,127,61,0.98,1,0.5
4928,'2024/04/25 00:01:01:158',9,254,127,61,0.98,1,0.5
4929,'2024/04/25 00:01:01:198',9,254,127,61,0.98,1,0.5
4930,'2024/04/25 00:01:01:238',9,254,127,61,0.98,1,0.5
4931,'2024/04/25 00:01:01:275',9,254,127,61,0.98,1,0.5
4932,'2024/04/25 00:01:01:314',9,254,127,61,0.98,1,0.5
4933,'2024/04/25 00:01:01:352',9,254,127,61,0.98,1,0.5
4934,'2024/04/25 00:01:01:394',9,254,127,61,0.98,1,0.5
4935,'2024/04/25 00:01:01:432',9,254,127,61,0.98,1,0.5
4936,'2024/04/25 00:01:01:471',9,0,0,0,0.98,1,0.5
4937,'2024/04/25 00:01:01:512',9,0,0,0,0.98,1,0.5
4938,'2024/04/25 00:01:01:551',9,0,0,0,0.98,1,0.5
4939,'2024/04/25 00:01:01:590',9,0,0,0,0.98,1,0.5
4940,'2024/04/25 00:01:01:632',9,0,0,0,0.98,1,0.5
4941,'2024/04/25 00:01:01:669',9,0,0,0,0.98,1,0.5
4942,'2024/04/25 00:01:01:711',9,0,0,0,0.98,1,0.5
4943,'2024/04/25 00:01:01:753',9,0,0,0,0.98,1,0.5
4944,'2024/04/25 00:01:01:791',9,0,0,0,0.98,1,0.5
4945,'2024/04/25 00:01:01:832',9,0,0,0,0.98,1,0.5
4946,'2024/04/25 00:01:01:869',9,0,0,0,0.98,1,0.5
4947,'2024/04/25 00:01:01:909',9,0,0,0,0.98,1,0.5
4948,'2024/04/25 00:01:01:951',9,0,0,0,0.98,1,0.5
4949,'2024/04/25 00:01:01:991',9,0,0,0,0.98,1,0.5
4950,'2024/04/25 00:01:02:032',9,0,0,0,0.98,1,0.5
4951,'2024/04/25 00:01:02:079',9,0,0,0,0.98,1,0.5
4952,'2024/04/25 00:01:02:122',9,0,0,0,0.98,1,0.5
4953,'2024/04/25 00:01:02:160',9,0,0,0,0.98,1,0.5
4954,'2024/04/25 00:01:02:199',9,0,0,0,0.98,1,0.5
4955,'2024/04/25 00:01:02:241',9,0,0,0,0.98,1,0.5
4956,'2024/04/25 00:01:02:282',9,0,0,0,0.98,1,0.5
4957,'2024/04/25 00:01:02:320',9,0,0,0,0.98,1,0.5
4958,'2024/04/25 00:01:02:359',9,0,0,0,0.98,1,0.5
4959,'2024/04/25 00:01:02:398',9,0,0,0,0.98,1,0.5
4960,'2024/04/25 00:01:02:436',9,0,0,0,0.98,1,0.5
4961,'2024/04/25 00:01:02:475',9,0,0,0,0.98,1,0.5
4962,'2024/04/25 00:01:02:515',9,0,0,0,0.98,1,0.5
4963,'2024/04/25 00:01:02:553',9,0,0,0,0.98,1,0.5
4964,'2024/04/25 00:01:02:592',9,0,0,0,0.98,1,0.5
4965,'2024/04/25 00:01:02:632',9,0,0,0,0.98,1,0.5
4966,'2024/04/25 00:01:02:670',9,0,0,0,0.98,1,0.5
4967,'2024/04/25 00:01:02:710',9,0,0,0,0.98,1,0.5
4968,'2024/04/25 00:01:02:750',9,0,0,0,0.98,1,0.5
4969,'2024/04/25 00:01:02:793',9,0,0,0,0.98,1,0.5
4970,'2024/04/25 00:01:02:833',9,244,133,72,0.98,1,0.5
4971,'2024/04/25 00:01:02:872',9,244,133,72,0.98,1,0.5
4972,'2024/04/25 00:01:02:916',9,241,129,78,0.98,1,0.5
4973,'2024/04/25 00:01:02:957',9,240,130,74,0.98,1,0.5
4974,'2024/04/25 00:01:02:997',9,240,130,74,0.98,1,0.5
4975,'2024/04/25 00:01:03:038',9,236,124,82,0.98,1,0.5
4976,'2024/04/25 00:01:03:079',9,236,124,82,0.98,1,0.5
4977,'2024/04/25 00:01:03:119',9,237,126,74,0.98,1,0.5
4978,'2024/04/25 00:01:03:158',9,235,125,73,0.98,1,0.5
4979,'2024/04/25 00:01:03:201',9,235,125,73,0.98,1,0.5
4980,'2024/04/25 00:01:03:240',9,236,128,65,0.98,1,0.5
4981,'2024/04/25 00:01:03:280',9,234,124,73,0.98,1,0.5
4982,'2024/04/25 00:01:03:317',9,234,124,73,0.98,1,0.5
4983,'2024/04/25 00:01:03:354',9,234,125,74,0.98,1,0.5
4984,'2024/04/25 00:01:03:393',9,234,125,74,0.98,1,0.5
4985,'2024/04/25 00:01:03:433',9,231,124,77,0.98,1,0.5
4986,'2024/04/25 00:01:03:469',9,231,124,77,0.98,1,0.5
4987,'2024/04/25 00:01:03:508',9,232,125,76,0.98,1,0.5
4988,'2024/04/25 00:01:03:546',9,232,125,76,0.98,1,0.5
4989,'2024/04/25 00:01:03:584',9,234,128,72,0.98,1,0.5
4990,'2024/04/25 00:01:03:625',9,230,124,82,0.98,1,0.5
4991,'2024/04/25 00:01:03:666',9,230,124,82,0.98,1,0.5
4992,'2024/04/25 00:01:03:706',9,230,122,84,0.98,1,0.5
4993,'2024/04/25 00:01:03:746',9,231,127,78,0.98,1,0.5
4994,'2024/04/25 00:01:03:800',9,231,127,78,0.98,1,0.5
4995,'2024/04/25 00:01:03:844',9,232,130,76,0.98,1,0.5
4996,'2024/04/25 00:01:03:885',9,232,130,76,0.98,1,0.5
4997,'2024/04/25 00:01:03:932',9,233,130,77,0.98,1,0.5
4998,'2024/04/25 00:01:03:974',9,234,131,78,0.98,1,0.5
4999,'2024/04/25 00:01:04:013',9,234,131,78,0.98,1,0.5
5000,'2024/04/25 00:01:04:050',9,232,131,79,0.98,1,0.5
5001,'2024/04/25 00:01:04:088',9,231,129,83,0.98,1,0.5
5002,'2024/04/25 00:01:04:129',9,231,129,83,0.98,1,0.5
5003,'2024/04/25 00:01:04:169',9,232,129,79,0.98,1,0.5
5004,'2024/04/25 00:01:04:207',9,232,131,81,0.98,1,0.5
5005,'2024/04/25 00:01:04:248',9,232,131,81,0.98,1,0.5
5006,'2024/04/25 00:01:04:289',9,233,133,77,0.98,1,0.5
5007,'2024/04/25 00:01:04:331',9,233,133,77,0.98,1,0.5
5008,'2024/04/25 00:01:04:379',9,234,132,78,0.98,1,0.5
5009,'2024/04/25 00:01:04:416',9,234,134,78,0.98,1,0.5
5010,'2024/04/25 00:01:04:455',9,234,134,78,0.98,1,0.5
5011,'2024/04/25 00:01:04:491',9,237,137,73,0.98,1,0.5
5012,'2024/04/25 00:01:04:532',9,237,137,73,0.98,1,0.5
5013,'2024/04/25 00:01:04:570',9,239,137,70,0.98,1,0.5
5014,'2024/04/25 00:01:04:614',9,235,135,77,0.98,1,0.5
5015,'2024/04/25 00:01:04:665',9,235,135,77,0.98,1,0.5
5016,'2024/04/25 00:01:04:716',9,235,135,77,0.98,1,0.5
5017,'2024/04/25 00:01:04:764',9,234,133,82,0.98,1,0.5
5018,'2024/04/25 00:01:04:807',9,234,133,82,0.98,1,0.5
5019,'2024/04/25 00:01:04:851',9,234,135,81,0.98,1,0.5
5020,'2024/04/25 00:01:04:894',9,234,135,81,0.98,1,0.5
5021,'2024/04/25 00:01:04:941',9,234,135,81,0.98,1,0.5
5022,'2024/04/25 00:01:04:992',9,234,135,81,0.98,1,0.5
5023,'2024/04/25 00:01:05:039',9,235,139,77,0.98,1,0.5
5024,'2024/04/25 00:01:05:079',9,235,139,77,0.98,1,0.5
5025,'2024/04/25 00:01:05:117',9,235,139,77,0.98,1,0.5
5026,'2024/04/25 00:01:05:155',9,235,139,77,0.98,1,0.5
5027,'2024/04/25 00:01:05:195',9,235,139,77,0.98,1,0.5
5028,'2024/04/25 00:01:05:236',9,235,139,77,0.98,1,0.5
5029,'2024/04/25 00:01:05:274',9,235,139,77,0.98,1,0.5
5030,'2024/04/25 00:01:05:314',9,235,139,77,0.98,1,0.5
5031,'2024/04/25 00:01:05:353',9,237,140,82,0.98,1,0.5
5032,'2024/04/25 00:01:05:392',9,237,140,82,0.98,1,0.5
5033,'2024/04/25 00:01:05:432',9,236,141,80,0.98,1,0.5
5034,'2024/04/25 00:01:05:471',9,236,141,80,0.98,1,0.5
5035,'2024/04/25 00:01:05:511',9,238,142,77,0.98,1,0.5
5036,'2024/04/25 00:01:05:549',9,237,142,78,0.98,1,0.5
5037,'2024/04/25 00:01:05:589',9,237,142,78,0.98,1,0.5
5038,'2024/04/25 00:01:05:631',9,237,142,78,0.98,1,0.5
5039,'2024/04/25 00:01:05:670',9,237,142,78,0.98,1,0.5
5040,'2024/04/25 00:01:05:708',9,237,142,78,0.98,1,0.5
5041,'2024/04/25 00:01:05:747',9,237,142,78,0.98,1,0.5
5042,'2024/04/25 00:01:05:785',9,237,142,78,0.98,1,0.5
5043,'2024/04/25 00:01:05:823',9,241,144,74,0.98,1,0.5
5044,'2024/04/25 00:01:05:861',9,241,144,74,0.98,1,0.5
5045,'2024/04/25 00:01:05:899',9,241,144,74,0.98,1,0.5
5046,'2024/04/25 00:01:05:946',9,241,144,74,0.98,1,0.5
5047,'2024/04/25 00:01:05:987',9,241,144,74,0.98,1,0.5
5048,'2024/04/25 00:01:06:035',9,241,144,74,0.98,1,0.5
5049,'2024/04/25 00:01:06:075',9,241,144,74,0.98,1,0.5
5050,'2024/04/25 00:01:06:116',9,241,144,74,0.98,1,0.5
5051,'2024/04/25 00:01:06:154',9,241,144,74,0.98,1,0.5
5052,'2024/04/25 00:01:06:197',9,241,144,74,0.98,1,0.5
5053,'2024/04/25 00:01:06:233',9,241,144,74,0.98,1,0.5
5054,'2024/04/25 00:01:06:271',9,241,144,74,0.98,1,0.5
5055,'2024/04/25 00:01:06:310',9,239,142,78,0.98,1,0.5
5056,'2024/04/25 00:01:06:350',9,239,142,78,0.98,1,0.5
5057,'2024/04/25 00:01:06:388',9,242,145,70,0.98,1,0.5
5058,'2024/04/25 00:01:06:428',9,242,145,70,0.98,1,0.5
5059,'2024/04/25 00:01:06:467',9,242,145,70,0.98,1,0.5
5060,'2024/04/25 00:01:06:504',9,240,144,74,0.98,1,0.5
5061,'2024/04/25 00:01:06:546',9,235,140,84,0.98,1,0.5
5062,'2024/04/25 00:01:06:586',9,235,140,84,0.98,1,0.5
5063,'2024/04/25 00:01:06:625',9,236,140,84,0.98,1,0.5
5064,'2024/04/25 00:01:06:664',9,236,140,84,0.98,1,0.5
5065,'2024/04/25 00:01:06:702',9,237,141,77,0.98,1,0.5
5066,'2024/04/25 00:01:06:741',9,237,141,77,0.98,1,0.5
5067,'2024/04/25 00:01:06:782',9,239,143,74,0.98,1,0.5
5068,'2024/04/25 00:01:06:821',9,236,141,79,0.98,1,0.5
5069,'2024/04/25 00:01:06:862',9,236,141,79,0.98,1,0.5
5070,'2024/04/25 00:01:06:901',9,236,140,78,0.98,1,0.5
5071,'2024/04/25 00:01:06:945',9,236,140,78,0.98,1,0.5
5072,'2024/04/25 00:02:28:665',10,4,77,66,0,0.5,0.5
5073,'2024/04/25 00:02:28:706',10,3,77,66,0,0.5,0.5
5074,'2024/04/25 00:02:28:750',10,3,77,66,0,0.5,0.5
5075,'2024/04/25 00:02:28:796',10,3,77,66,0,0.5,0.5
5076,'2024/04/25 00:02:28:842',10,3,77,67,0,0.5,0.5
5077,'2024/04/25 00:02:28:885',10,3,77,67,0,0.5,0.5
5078,'2024/04/25 00:02:28:927',10,4,77,66,0,0.5,0.5
5079,'2024/04/25 00:02:28:974',10,4,77,65,0,0.5,0.5
5080,'2024/04/25 00:02:29:022',10,4,77,65,0,0.5,0.5
5081,'2024/04/25 00:02:29:065',10,4,77,66,0,0.5,0.5
5082,'2024/04/25 00:02:29:109',10,3,76,67,0,0.5,0.5
5083,'2024/04/25 00:02:29:154',10,3,76,67,0,0.5,0.5
5084,'2024/04/25 00:02:29:198',10,2,76,67,0,0.5,0.5
5085,'2024/04/25 00:02:29:242',10,4,78,66,0,0.5,0.5
5086,'2024/04/25 00:02:29:288',10,4,78,66,0,0.5,0.5
5087,'2024/04/25 00:02:29:329',10,4,78,65,0,0.5,0.5
5088,'2024/04/25 00:02:29:369',10,3,78,66,0,0.5,0.5
5089,'2024/04/25 00:02:29:411',10,3,78,66,0,0.5,0.5
5090,'2024/04/25 00:02:29:452',10,3,77,65,0,0.5,0.5
5091,'2024/04/25 00:02:29:494',10,3,78,65,0,0.5,0.5
5092,'2024/04/25 00:02:29:538',10,3,78,65,0,0.5,0.5
5093,'2024/04/25 00:02:29:582',10,3,76,68,0,0.5,0.5
5094,'2024/04/25 00:02:29:637',10,3,76,68,0,0.5,0.5
5095,'2024/04/25 00:02:29:687',10,3,78,66,0,0.5,0.5
5096,'2024/04/25 00:02:29:735',10,3,77,65,0,0.5,0.5
5097,'2024/04/25 00:02:29:792',10,3,76,67,0,0.5,0.5
5098,'2024/04/25 00:02:29:843',10,3,76,69,0,0.5,0.5
5099,'2024/04/25 00:02:29:889',10,3,76,69,0,0.5,0.5
5100,'2024/04/25 00:02:29:936',10,4,77,67,0,0.5,0.5
5101,'2024/04/25 00:02:29:987',10,3,77,68,0,0.5,0.5
5102,'2024/04/25 00:02:30:033',10,3,77,68,0,0.5,0.5
5103,'2024/04/25 00:02:30:078',10,3,76,68,0,0.5,0.5
5104,'2024/04/25 00:02:30:122',10,3,76,68,0,0.5,0.5
5105,'2024/04/25 00:02:30:171',10,4,77,66,0,0.5,0.5
5106,'2024/04/25 00:02:30:213',10,4,77,66,0,0.5,0.5
5107,'2024/04/25 00:02:30:257',10,3,76,68,0,0.5,0.5
5108,'2024/04/25 00:02:30:302',10,4,77,67,0,0.5,0.5
5109,'2024/04/25 00:02:30:345',10,4,77,67,0,0.5,0.5
5110,'2024/04/25 00:02:30:388',10,3,77,68,0,0.5,0.5
5111,'2024/04/25 00:02:30:430',10,3,77,68,0,0.5,0.5
5112,'2024/04/25 00:02:30:474',10,4,77,66,0,0.5,0.5
5113,'2024/04/25 00:02:30:515',10,3,77,66,0,0.5,0.5
5114,'2024/04/25 00:02:30:560',10,3,77,66,0,0.5,0.5
5115,'2024/04/25 00:02:30:604',10,4,77,67,0,0.51,0.5
5116,'2024/04/25 00:02:30:648',10,2,76,69,0,0.51,0.5
5117,'2024/04/25 00:02:30:693',10,4,78,65,0,0.51,0.5
5118,'2024/04/25 00:02:30:738',10,4,78,65,0,0.52,0.5
5119,'2024/04/25 00:02:30:780',10,3,78,67,0,0.52,0.5
5120,'2024/04/25 00:02:30:823',10,3,78,67,0,0.52,0.5
5121,'2024/04/25 00:02:30:866',10,4,79,65,0,0.53,0.5
5122,'2024/04/25 00:02:30:910',10,3,78,65,0,0.53,0.5
5123,'2024/04/25 00:02:30:954',10,3,78,65,0,0.54,0.5
5124,'2024/04/25 00:02:30:997',10,3,77,67,0,0.54,0.5
5125,'2024/04/25 00:02:31:039',10,4,78,66,0,0.54,0.5
5126,'2024/04/25 00:02:31:081',10,4,78,66,0,0.54,0.5
5127,'2024/04/25 00:02:31:125',10,4,79,64,0,0.54,0.5
5128,'2024/04/25 00:02:31:172',10,4,79,65,0,0.54,0.5
5129,'2024/04/25 00:02:31:214',10,4,79,65,0,0.54,0.5
5130,'2024/04/25 00:02:31:268',10,4,80,66,0,0.54,0.5
5131,'2024/04/25 00:02:31:307',10,3,81,66,0,0.54,0.5
5132,'2024/04/25 00:02:31:347',10,3,81,66,0,0.54,0.5
5133,'2024/04/25 00:02:31:391',10,4,82,64,0,0.54,0.5
5134,'2024/04/25 00:02:31:435',10,4,82,65,0,0.55,0.5
5135,'2024/04/25 00:02:31:476',10,4,82,65,0,0.55,0.5
5136,'2024/04/25 00:02:31:518',10,2,82,67,0,0.55,0.5
5137,'2024/04/25 00:02:31:559',10,4,83,65,0,0.55,0.5
5138,'2024/04/25 00:02:31:605',10,4,83,65,0,0.56,0.5
5139,'2024/04/25 00:02:31:650',10,4,82,67,0,0.56,0.5
5140,'2024/04/25 00:02:31:692',10,4,82,67,0,0.57,0.5
5141,'2024/04/25 00:02:31:735',10,4,84,65,0,0.58,0.5
5142,'2024/04/25 00:02:31:778',10,3,84,67,0,0.58,0.5
5143,'2024/04/25 00:02:31:823',10,3,84,67,0,0.58,0.5
5144,'2024/04/25 00:02:31:859',10,3,85,66,0,0.59,0.5
5145,'2024/04/25 00:02:31:903',10,5,87,65,0,0.6,0.5
5146,'2024/04/25 00:02:31:946',10,5,87,65,0,0.6,0.5
5147,'2024/04/25 00:02:31:987',10,5,88,64,0,0.6,0.5
5148,'2024/04/25 00:02:32:027',10,5,88,64,0,0.6,0.5
5149,'2024/04/25 00:02:32:071',10,3,86,69,0,0.6,0.5
5150,'2024/04/25 00:02:32:111',10,3,88,68,0,0.6,0.5
5151,'2024/04/25 00:02:32:151',10,3,88,68,0,0.6,0.5
5152,'2024/04/25 00:02:32:195',10,4,88,66,0,0.6,0.5
5153,'2024/04/25 00:02:32:237',10,3,90,66,0,0.6,0.5
5154,'2024/04/25 00:02:32:277',10,3,90,66,0,0.6,0.5
5155,'2024/04/25 00:02:32:317',10,3,90,66,0,0.6,0.5
5156,'2024/04/25 00:02:32:357',10,3,91,66,0,0.6,0.5
5157,'2024/04/25 00:02:32:395',10,3,91,66,0,0.6,0.5
5158,'2024/04/25 00:02:32:435',10,4,92,65,0,0.6,0.5
5159,'2024/04/25 00:02:32:476',10,4,92,65,0,0.6,0.5
5160,'2024/04/25 00:02:32:515',10,4,92,65,0,0.6,0.5
5161,'2024/04/25 00:02:32:554',10,4,92,65,0,0.6,0.5
5162,'2024/04/25 00:02:32:593',10,3,92,66,0,0.6,0.5
5163,'2024/04/25 00:02:32:633',10,4,93,67,0,0.6,0.5
5164,'2024/04/25 00:02:32:673',10,4,93,67,0,0.6,0.5
5165,'2024/04/25 00:02:32:713',10,3,95,66,0,0.6,0.5
5166,'2024/04/25 00:02:32:755',10,3,94,67,0,0.61,0.5
5167,'2024/04/25 00:02:32:794',10,3,94,67,0,0.61,0.5
5168,'2024/04/25 00:02:32:835',10,3,94,67,0,0.62,0.5
5169,'2024/04/25 00:02:32:873',10,3,94,67,0,0.62,0.5
5170,'2024/04/25 00:02:32:913',10,4,94,67,0,0.62,0.5
5171,'2024/04/25 00:02:32:954',10,4,94,67,0,0.62,0.5
5172,'2024/04/25 00:02:32:995',10,5,95,66,0,0.62,0.5
5173,'2024/04/25 00:02:33:034',10,3,94,68,0,0.62,0.5
5174,'2024/04/25 00:02:33:073',10,3,94,68,0,0.62,0.5
5175,'2024/04/25 00:02:33:110',10,2,97,63,0,0.62,0.5
5176,'2024/04/25 00:02:33:156',10,2,97,63,0,0.62,0.5
5177,'2024/04/25 00:02:33:196',10,1,96,64,0,0.62,0.5
5178,'2024/04/25 00:02:33:235',10,2,99,60,0,0.62,0.5
5179,'2024/04/25 00:02:33:273',10,2,99,60,0,0.62,0.5
5180,'2024/04/25 00:02:33:312',10,0,98,63,0,0.62,0.5
5181,'2024/04/25 00:02:33:352',10,0,98,63,0,0.62,0.5
5182,'2024/04/25 00:02:33:392',10,0,98,62,0,0.62,0.5
5183,'2024/04/25 00:02:33:430',10,1,101,62,0,0.62,0.5
5184,'2024/04/25 00:02:33:472',10,1,101,62,0,0.62,0.5
5185,'2024/04/25 00:02:33:519',10,2,100,61,0,0.62,0.5
5186,'2024/04/25 00:02:33:562',10,2,102,60,0,0.63,0.5
5187,'2024/04/25 00:02:33:602',10,2,102,60,0,0.65,0.5
5188,'2024/04/25 00:02:33:641',10,2,103,59,0,0.66,0.5
5189,'2024/04/25 00:02:33:680',10,2,103,59,0,0.66,0.5
5190,'2024/04/25 00:02:33:722',10,1,104,61,0,0.66,0.5
5191,'2024/04/25 00:02:33:762',10,2,104,60,0,0.66,0.5
5192,'2024/04/25 00:02:33:807',10,2,104,60,0,0.66,0.5
5193,'2024/04/25 00:02:33:847',10,2,105,59,0,0.67,0.5
5194,'2024/04/25 00:02:33:888',10,2,106,58,0,0.67,0.5
5195,'2024/04/25 00:02:33:932',10,2,106,58,0,0.67,0.5
5196,'2024/04/25 00:02:33:974',10,1,106,59,0,0.67,0.5
5197,'2024/04/25 00:02:34:021',10,1,106,59,0,0.68,0.5
